dim0,dim1,word,word_most_similar,coords,word_most_similar_indices
1.1959468,-0.07877686,kraghammer,"['city', 'emon', 'dwarven']","(1.1959468126296997, -0.07877685874700546)","[122, 681, 222]"
0.7557064,0.1062779,dwarven,"['kraghammer', 'dwarf']","(0.7557064294815063, 0.10627789795398712)","[221, 272]"
-0.08621124,-0.2653965,first,"['second', 'third', 'last', 'next', 'only', 'finally']","(-0.08621124178171158, -0.26539650559425354)","[262, 269, 380, 264, 388, 828]"
0.28793555,-0.3391217,seen,"['heard', 'done', 'met', 'encountered', 'ever']","(0.2879355549812317, -0.3391216993331909)","[213, 131, 806, 905, 508]"
-0.16659398,0.9532302,behind,['wall'],"(-0.1665939837694168, 0.9532302021980286)",[146]
-0.021077923,0.23523028,bar,"['table', 'room', 'tavern']","(-0.021077923476696014, 0.23523028194904327)","[771, 241, 206]"
-0.06371988,0.6653229,over,"['around', 'down', 'up', 'forward', 'back', 'past']","(-0.06371988356113434, 0.6653228998184204)","[290, 29, 379, 471, 75, 83]"
-0.104090855,0.99300194,arm,['shoulder'],"(-0.1040908545255661, 0.9930019378662109)",[464]
0.109436736,0.06962361,seems,"['seemed', 'appears', 'looks', 'might', 'feels', 'seem', 'would', 'looked']","(0.10943673551082611, 0.06962361186742783)","[378, 555, 169, 718, 546, 767, 71, 233]"
-0.15248984,-0.40038273,be,"['happen', 'probably', 'actually']","(-0.15248984098434448, -0.40038272738456726)","[705, 171, 801]"
0.5147628,-0.9299522,business,[],"(0.514762818813324, -0.9299522042274475)",[]
-0.63873154,-0.044679336,all,['now'],"(-0.6387315392494202, -0.04467933624982834)",[121]
0.07540527,0.25465992,looked,"['looks', 'look', 'looking', 'said', 'seems', 'felt', 'was']","(0.07540526986122131, 0.2546599209308624)","[169, 623, 209, 137, 229, 138, 114]"
-0.24601892,-0.027393768,run,"['walk', 'move', 'go']","(-0.2460189163684845, -0.0273937676101923)","[653, 268, 492]"
0.44379148,-0.017324025,vax,"['vex', 'ildan', 'percy', 'scanlan', 'keyleth', 'grog', 'ahlia', 'pike', 'trinket', 'cassandra']","(0.4437914788722992, -0.017324024811387062)","[277, 236, 291, 255, 280, 248, 278, 473, 433, 386]"
0.88385,-0.37144342,ildan,"['vax', 'vex', 'ahlia', 'scanlan', 'percy']","(0.8838499784469604, -0.37144342064857483)","[235, 277, 278, 255, 291]"
-0.2663086,0.17887188,gold,"['pieces', 'silver']","(-0.26630860567092896, 0.17887188494205475)","[275, 304]"
-0.68356055,-0.61517453,buy,"['give', 'food', 'pay']","(-0.6835605502128601, -0.6151745319366455)","[104, 810, 1018]"
-0.61831105,0.0039176573,round,"['attack', 'attacks', 'day']","(-0.6183110475540161, 0.003917657304555178)","[520, 518, 830]"
-0.41048488,-0.3427361,everyone,"['everybody', 'else', 'anyone', 'everything', 'anybody', 'anyway', 'somebody', 'hello']","(-0.4104848802089691, -0.3427360951900482)","[1035, 454, 325, 664, 1017, 1093, 1009, 787]"
0.17843595,0.5636897,room,"['hallway', 'chamber', 'door', 'floor']","(0.17843595147132874, 0.5636897087097168)","[791, 807, 566, 263]"
0.4438492,0.32377735,turned,[],"(0.44384920597076416, 0.32377734780311584)",[]
0.13415577,0.79071504,standing,"['sitting', 'currently']","(0.1341557651758194, 0.7907150387763977)","[1164, 1104]"
-0.09904699,0.14457676,short,['long'],"(-0.099046990275383, 0.144576758146286)",[42]
0.5563861,0.087462746,elf,"['female', 'elven', 'human', 'woman', 'half', 'dwarf']","(0.5563861131668091, 0.08746274560689926)","[26, 911, 625, 164, 32, 272]"
0.5429618,-1.00962,asked,"['asks', 'asking', 'ask', 'told']","(0.5429617762565613, -1.009619951248169)","[476, 533, 799, 261]"
0.49119645,0.51088595,entire,"['whole', 'itself', 'building']","(0.4911964535713196, 0.5108859539031982)","[286, 597, 578]"
-0.24476966,0.11841583,grog,"['scanlan', 'pike', 'trinket', 'percy', 'vax', 'kevdak', 'vex', 'keyleth']","(-0.24476966261863708, 0.11841583251953125)","[255, 473, 433, 291, 235, 1074, 277, 280]"
0.21631531,-0.26512635,went,"['ran', 'go', 'had', 'came']","(0.21631531417369843, -0.2651263475418091)","[334, 492, 125, 793]"
-0.20236348,0.7683728,off,"['up', 'onto', 'down']","(-0.20236347615718842, 0.7683727741241455)","[379, 415, 29]"
1.3056769,-0.50689846,returned,"['return', 'discovered']","(1.3056769371032715, -0.5068984627723694)","[89, 855]"
-0.21502343,0.0680976,moment,"['minute', 'point']","(-0.21502342820167542, 0.06809759885072708)","[752, 119]"
0.66424745,-0.74531084,later,"['after', 'when']","(0.664247453212738, -0.7453108429908752)","[123, 52]"
1.031526,0.22359931,began,"['begin', 'begins', 'decided', 'started']","(1.03152596950531, 0.22359931468963623)","[82, 440, 279, 939]"
-0.091745265,-0.082867876,scanlan,"['grog', 'percy', 'pike', 'keyleth', 'vax', 'vex', 'trinket', 'tiberius', 'kaylie']","(-0.09174526482820511, -0.08286787569522858)","[248, 291, 473, 280, 235, 277, 433, 328, 1183]"
-0.37066245,0.18346818,then,[],"(-0.3706624507904053, 0.18346817791461945)",[]
-0.26939324,-0.11469223,any,"['anything', 'or', 'no', 'some', 'either']","(-0.2693932354450226, -0.11469223350286484)","[289, 8, 453, 148, 874]"
0.10964536,-0.0017935692,rooms,[],"(0.10964535921812057, -0.0017935691867023706)",[]
-0.30500776,-0.4345144,could,"['should', 'would', 'can', 'might', 'll', 'wanted', 'will', 'won']","(-0.3050077557563782, -0.4345144033432007)","[57, 71, 499, 718, 630, 1003, 541, 754]"
-0.34350142,-0.46649787,stay,"['leave', 'staying', 'keep', 'walk', 'sleep', 'put']","(-0.34350141882896423, -0.46649786829948425)","[431, 282, 320, 653, 751, 726]"
0.33955786,-1.1194576,told,"['telling', 'tell', 'said', 'tells', 'knew', 'saying']","(0.33955785632133484, -1.1194576025009155)","[809, 778, 137, 212, 675, 130]"
-0.413057,0.30611607,second,"['first', 'third']","(-0.41305699944496155, 0.3061160743236542)","[223, 269]"
0.1709588,1.4102626,floor,"['ceiling', 'ground', 'cavern']","(0.17095880210399628, 1.4102625846862793)","[1105, 549, 710]"
-0.17900752,-0.048301768,next,"['every', 'pick', 'first', 'last']","(-0.17900751531124115, -0.04830176755785942)","[808, 786, 223, 380]"
-0.03777045,0.5728281,each,"['other', 'one', 'two']","(-0.03777045011520386, 0.5728281140327454)","[266, 53, 30]"
0.13229646,0.28988668,other,"['different', 'each', 'one']","(0.13229645788669586, 0.2898866832256317)","[759, 265, 53]"
-0.79627126,-0.20785952,so,"['matt', 'because', 'liam', 'okay', 'actually', 'yeah']","(-0.7962712645530701, -0.20785951614379883)","[1064, 816, 154, 1090, 801, 1094]"
-0.8472606,0.42498735,move,"['movement', 'push', 'get']","(-0.847260594367981, 0.4249873459339142)","[1149, 484, 199]"
0.15615736,-0.03351277,third,"['second', 'first', 'final']","(0.15615735948085785, -0.033512771129608154)","[262, 223, 655]"
-0.7644689,-0.06726211,make,"['check', 'roll', 'stealth']","(-0.7644689083099365, -0.06726211309432983)","[410, 375, 613]"
0.25602552,-0.5142522,new,[],"(0.2560255229473114, -0.5142521858215332)",[]
0.21371484,0.31619278,dwarf,"['female', 'woman', 'elf', 'human']","(0.2137148380279541, 0.31619277596473694)","[26, 164, 245, 625]"
0.7724606,-0.14349711,group,"['party', 'rest']","(0.7724605798721313, -0.14349710941314697)","[147, 392]"
-0.74395025,0.0553,eight,"['seven', 'six', 'ten', 'five', 'four', 'total', 'nine', 'three']","(-0.7439502477645874, 0.05530000105500221)","[488, 447, 424, 446, 528, 988, 110, 517]"
0.097456716,0.6623439,pieces,"['gold', 'silver']","(0.09745671600103378, 0.6623439192771912)","[237, 304]"
0.20678705,-0.4219049,evening,"['night', 'morning']","(0.20678704977035522, -0.42190489172935486)","[338, 536]"
0.4048669,-0.11110852,vex,"['vax', 'ahlia', 'keyleth', 'percy', 'scanlan', 'ildan', 'trinket', 'tiberius', 'grog', 'pike']","(0.40486690402030945, -0.11110851913690567)","[235, 278, 280, 291, 255, 236, 433, 328, 248, 473]"
0.9407125,-0.5400465,ahlia,"['vex', 'vax', 'ildan', 'percy', 'brother', 'trinket', 'keyleth']","(0.9407125115394592, -0.5400465130805969)","[277, 235, 236, 291, 626, 433, 280]"
0.7309763,-0.8264467,decided,"['decide', 'return', 'agreed']","(0.7309762835502625, -0.8264467120170593)","[575, 89, 288]"
0.24999577,0.073365785,keyleth,"['vex', 'scanlan', 'percy', 'vax', 'pike', 'tiberius', 'grog', 'trinket', 'ahlia']","(0.24999576807022095, 0.07336578518152237)","[277, 255, 291, 235, 473, 328, 248, 433, 278]"
0.074477635,1.0419284,slightly,[],"(0.07447763532400131, 1.0419284105300903)",[]
-0.017466499,-0.5254745,staying,"['stay', 'waiting', 'sitting']","(-0.017466498538851738, -0.525474488735199)","[260, 863, 1164]"
0.014168699,-0.21379754,about,['maybe'],"(0.014168699271976948, -0.21379753947257996)",[760]
-0.11462369,-0.9603236,week,[],"(-0.11462368816137314, -0.9603235721588135)",[]
0.69280684,-0.6286935,offered,['offer'],"(0.6928068399429321, -0.6286935210227966)",[950]
-0.22722082,-0.07987287,whole,"['entire', 'this', 'every']","(-0.227220818400383, -0.07987286895513535)","[247, 184, 808]"
0.2362174,0.17705964,which,"['that', 'this', 'also', 'where']","(0.23621739447116852, 0.17705963551998138)","[28, 184, 186, 168]"
0.77936566,-0.9327703,agreed,"['agrees', 'decided']","(0.7793656587600708, -0.932770311832428)","[496, 279]"
-0.60592717,-0.2598939,anything,"['anyone', 'something', 'any', 'nothing', 'anybody', 'if', 'mean']","(-0.6059271693229675, -0.25989389419555664)","[325, 530, 257, 762, 1017, 139, 1122]"
-0.205357,0.9871004,around,"['over', 'corner', 'slowly', 'down', 'forward', 'up']","(-0.20535700023174286, 0.9871004223823547)","[227, 531, 485, 29, 471, 379]"
0.068086825,-0.1097585,percy,"['scanlan', 'vex', 'vax', 'cassandra', 'grog', 'keyleth', 'pike', 'ripley', 'ahlia']","(0.06808682531118393, -0.10975849628448486)","[255, 277, 235, 386, 248, 280, 473, 1015, 278]"
-0.30667412,-0.809179,problem,['idea'],"(-0.30667412281036377, -0.8091790080070496)",[769]
0.49868214,0.38401338,mostly,[],"(0.4986821413040161, 0.3840133845806122)",[]
0.76822376,-0.25821766,lord,['briarwood'],"(0.768223762512207, -0.2582176625728607)",[358]
0.66189736,-0.10667001,halfling,"['woman', 'girl', 'female', 'goblin', 'young']","(0.6618973612785339, -0.10667000710964203)","[164, 998, 26, 16, 170]"
-0.2581449,-0.68779176,thinking,"['thought', 'talking', 'knew', 'doing']","(-0.25814488530158997, -0.6877917647361755)","[362, 931, 675, 646]"
-0.22354554,-0.52278197,says,"['saying', 'tells']","(-0.22354553639888763, -0.5227819681167603)","[130, 212]"
-0.6677789,-0.745239,did,"['didn', 'does', 'do', 'said', 'can', 'could']","(-0.6677789092063904, -0.7452390193939209)","[133, 65, 1, 137, 499, 259]"
-0.40256977,0.6523691,see,"['notice', 'hear', 'there', 'glance']","(-0.4025697708129883, 0.6523690819740295)","[750, 544, 208, 1179]"
-0.03647416,1.3807337,bottom,"['top', 'base', 'below', 'edge']","(-0.036474160850048065, 1.3807337284088135)","[456, 923, 946, 315]"
0.4976164,-0.830451,weeks,"['days', 'months', 'hours', 'years', 'ago', 'minutes']","(0.49761641025543213, -0.8304510116577148)","[174, 217, 761, 190, 218, 699]"
0.14080746,0.122457206,before,"['after', 'until', 'past', 'when', 'then', 'since', 'once', 'into']","(0.14080746471881866, 0.12245720624923706)","[123, 535, 83, 52, 256, 706, 319, 306]"
-0.04068151,0.38507614,wearing,"['leather', 'armor']","(-0.04068151116371155, 0.3850761353969574)","[995, 305]"
-0.0048382943,0.7743341,silver,"['gold', 'pieces']","(-0.0048382943496108055, 0.7743340730667114)","[237, 275]"
-0.349993,0.83390945,armor,"['leather', 'wearing', 'cloak']","(-0.3499929904937744, 0.8339094519615173)","[995, 303, 1008]"
0.17559578,0.95750654,into,"['through', 'towards', 'underneath', 'in', 'toward']","(0.17559577524662018, 0.957506537437439)","[44, 332, 451, 17, 537]"
0.5534104,-0.23345204,although,"['though', 'however', 'but']","(0.5534104108810425, -0.23345203697681427)","[195, 479, 120]"
0.39368698,-0.32587308,fighting,"['fight', 'attacking', 'pit']","(0.393686980009079, -0.32587307691574097)","[313, 1060, 1199]"
0.25203964,0.5318906,circle,['step'],"(0.2520396411418915, 0.5318905711174011)",[605]
0.60706997,0.507203,symbol,"['holy', 'cloak']","(0.6070699691772461, 0.5072029829025269)","[430, 1008]"
-0.8530351,-0.58401227,think,"['know', 'mean']","(-0.8530350923538208, -0.5840122699737549)","[136, 1122]"
-0.56591463,-0.21756949,ready,"['getting', 'going']","(-0.5659146308898926, -0.2175694853067398)","[737, 141]"
0.20317917,-0.5190973,fight,"['battle', 'fighting']","(0.20317916572093964, -0.5190973281860352)","[409, 308]"
0.025163604,-0.4201834,time,"['day', 'minute', 'since', 'week']","(0.02516360394656658, -0.420183390378952)","[830, 752, 706, 284]"
-0.012724449,1.379999,edge,"['side', 'top']","(-0.012724448926746845, 1.379999041557312)","[197, 456]"
0.06870981,-0.6574393,gave,"['give', 'giving', 'took']","(0.06870981305837631, -0.6574392914772034)","[104, 126, 322]"
1.1708804,-0.5072919,members,['member'],"(1.1708804368972778, -0.5072919130325317)",[898]
1.1229556,-0.72107553,family,['darrington'],"(1.122955560684204, -0.7210755348205566)",[1186]
0.2546417,0.014857712,once,"['again', 'before', 'when', 'only', 'until']","(0.25464171171188354, 0.01485771220177412)","[592, 302, 52, 388, 535]"
-0.13003367,-0.16915295,keep,"['keeping', 'stay', 'put']","(-0.1300336718559265, -0.16915294528007507)","[687, 260, 726]"
-0.21003039,-0.1765368,lot,"['some', 'many', 'things', 'bunch', 'most']","(-0.21003039181232452, -0.17653679847717285)","[148, 360, 132, 1065, 335]"
0.37220523,-0.33501425,took,"['taking', 'fell', 'take', 'taken', 'gave', 'killed', 'takes']","(0.3722052276134491, -0.3350142538547516)","[599, 359, 202, 662, 316, 572, 477]"
0.23356248,0.027040748,place,"['somewhere', 'thing']","(0.23356248438358307, 0.027040747925639153)","[693, 757]"
0.17958513,-0.5559334,speak,['tell'],"(0.17958512902259827, -0.55593341588974)",[778]
-0.32784417,-0.54028744,anyone,"['anybody', 'anything', 'someone', 'somebody', 'else', 'something', 'everybody', 'nothing']","(-0.32784417271614075, -0.540287435054779)","[1017, 289, 618, 1009, 454, 530, 1035, 762]"
0.1678153,-0.11737036,find,"['found', 'search', 'finding']","(0.16781529784202576, -0.1173703595995903)","[713, 1011, 367]"
-0.3158671,-0.68303704,wasn,"['was', 'knew', 'isn', 'not', 'didn', 'thought']","(-0.3158670961856842, -0.6830370426177979)","[114, 675, 689, 66, 133, 362]"
0.6121385,-0.21785326,tiberius,"['keyleth', 'vex', 'scanlan', 'percy', 'vax', 'grog', 'pike', 'ahlia']","(0.6121385097503662, -0.21785326302051544)","[280, 277, 255, 291, 235, 248, 473, 278]"
0.053634733,-0.38983515,people,['things'],"(0.05363473296165466, -0.3898351490497589)",[132]
0.4264551,0.4117216,arcane,"['magic', 'magical', 'energy']","(0.4264551103115082, 0.4117215871810913)","[577, 667, 466]"
0.6865913,-0.07194037,town,"['city', 'westruun']","(0.6865913271903992, -0.07194036990404129)","[122, 1010]"
0.14410843,0.89894444,towards,"['toward', 'direction', 'into', 'heading', 'edge']","(0.14410842955112457, 0.8989444375038147)","[537, 792, 306, 749, 315]"
0.5907608,-0.03724238,house,"['home', 'shop', 'town']","(0.5907608270645142, -0.037242379039525986)","[391, 888, 331]"
0.29041466,-0.14822058,ran,"['went', 'run']","(0.2904146611690521, -0.14822058379650116)","[249, 234]"
0.488322,-0.19981334,most,['number'],"(0.488321989774704, -0.1998133361339569)",[376]
0.48093587,-0.2801857,others,"['them', 'him']","(0.48093587160110474, -0.2801856994628906)","[90, 112]"
0.30508485,0.17227554,left,"['last', 'off']","(0.30508485436439514, 0.17227554321289062)","[380, 250]"
0.23240924,-0.25543246,night,"['evening', 'day', 'morning', 'sleep']","(0.23240923881530762, -0.25543245673179626)","[276, 830, 536, 751]"
0.04192471,-0.90044343,character,['game'],"(0.04192471131682396, -0.900443434715271)",[930]
-0.39756337,0.04737327,shot,[],"(-0.3975633680820465, 0.047373268753290176)",[]
0.6266826,-0.6660943,dragons,['dungeons'],"(0.6266825795173645, -0.6660943031311035)",[796]
-1.4145908,-0.49848306,oh,"['ah', 'laughs', 'damn', 'laughter']","(-1.414590835571289, -0.4984830617904663)","[1110, 1146, 1048, 1050]"
-0.9403646,-0.26467788,my,['your'],"(-0.9403645992279053, -0.26467788219451904)",[853]
-0.11356082,1.2224733,bone,[],"(-0.11356081813573837, 1.2224732637405396)",[]
0.34257978,-0.8160366,episode,[],"(0.34257978200912476, -0.816036581993103)",[]
0.5527003,0.57614666,undead,[],"(0.5527002811431885, 0.57614666223526)",[]
0.22925083,0.55519825,storm,"['sky', 'cold']","(0.22925083339214325, 0.5551982522010803)","[419, 765]"
1.2433228,-0.25296295,whitestone,"['castle', 'briarwoods', 'emon']","(1.2433228492736816, -0.25296294689178467)","[349, 682, 681]"
0.89945567,-0.018354299,castle,"['whitestone', 'briarwoods']","(0.8994556665420532, -0.018354298546910286)","[348, 682]"
-0.6232294,-0.0920181,re,"['are', 'am', 'aren', 'start', 'were']","(-0.6232293844223022, -0.09201809763908386)","[50, 1082, 1057, 683, 140]"
-0.13258885,-0.7108868,help,"['join', 'aid', 'bring']","(-0.13258884847164154, -0.7108867764472961)","[1032, 423, 103]"
0.4338037,-0.42934054,having,['being'],"(0.4338037073612213, -0.42934054136276245)",[129]
0.2565444,1.3012146,across,['through'],"(0.25654441118240356, 1.301214575767517)",[44]
0.85862714,0.27300668,seemingly,['seemed'],"(0.8586271405220032, 0.2730066776275635)",[378]
0.8026169,0.18794402,individuals,[],"(0.8026168942451477, 0.18794402480125427)",[]
1.099256,-0.41145888,known,[],"(1.0992560386657715, -0.4114588797092438)",[]
0.969815,-0.63738805,lady,"['kima', 'allura', 'briarwood']","(0.9698150157928467, -0.6373880505561829)","[957, 680, 358]"
1.0320717,0.013574066,briarwood,"['delilah', 'lord', 'lady', 'briarwoods', 'cassandra']","(1.0320717096328735, 0.013574065640568733)","[800, 294, 357, 682, 386]"
0.3983593,0.38357937,fell,"['took', 'killed']","(0.3983592987060547, 0.3835793733596802)","[322, 572]"
0.19366921,-0.3082304,many,"['number', 'these', 'lot', 'few', 'much', 'those']","(0.19366921484470367, -0.3082304000854492)","[376, 87, 321, 216, 674, 658]"
0.42104807,-0.03516547,leaving,"['leave', 'staying', 'return']","(0.4210480749607086, -0.03516547009348869)","[431, 282, 89]"
-0.37629014,-0.8732865,thought,"['said', 'knew', 'thinking']","(-0.37629014253616333, -0.8732864856719971)","[137, 675, 296]"
1.2342435,-0.74063545,de,"['rolo', 'percival']","(1.2342435121536255, -0.7406354546546936)","[364, 1030]"
1.3929995,-0.79370904,rolo,"['de', 'percival']","(1.392999529838562, -0.7937090396881104)","[363, 1030]"
0.95712566,0.13169704,upon,['after'],"(0.9571256637573242, 0.13169704377651215)",[123]
0.018605735,-0.013428074,coming,"['came', 'come', 'running', 'here', 'comes']","(0.018605735152959824, -0.013428074307739735)","[793, 207, 390, 102, 81]"
0.6405831,0.040561453,finding,"['found', 'find', 'finds', 'making']","(0.6405830979347229, 0.04056145250797272)","[713, 326, 663, 654]"
0.6162899,-0.43555978,brought,"['bring', 'sent', 'taken', 'come', 'came']","(0.6162899136543274, -0.43555977940559387)","[103, 928, 662, 207, 793]"
0.51224726,0.5155237,along,"['across', 'towards']","(0.5122472643852234, 0.5155236721038818)","[353, 332]"
0.33385506,0.43815902,land,[],"(0.3338550627231598, 0.4381590187549591)",[]
0.20153944,-0.4211569,possible,['means'],"(0.20153944194316864, -0.4211569130420685)",[834]
0.41297567,0.24042019,process,"['doing', 'currently']","(0.4129756689071655, 0.24042019248008728)","[646, 1104]"
-0.90170527,-0.5126746,bad,"['good', 'terrible', 'really']","(-0.901705265045166, -0.5126746296882629)","[735, 856, 728]"
-0.042542387,0.06519847,continue,"['continues', 'forward', 'decide']","(-0.042542386800050735, 0.06519847363233566)","[417, 471, 575]"
-1.376336,-0.37188888,roll,"['add', 'rolled', 'ahead']","(-1.3763359785079956, -0.3718888759613037)","[1151, 1046, 421]"
0.32080472,0.20735323,number,"['two', 'few', 'these', 'couple', 'many', 'various', 'three', 'most']","(0.3208047151565552, 0.20735323429107666)","[30, 216, 87, 716, 360, 491, 517, 335]"
0.8624056,-0.13006307,previous,"['had', 'previously', 'apparently']","(0.8624055981636047, -0.13006307184696198)","[125, 439, 666]"
0.7087881,-0.23806807,seemed,"['seems', 'seemingly', 'revealed', 'appears', 'seem', 'looked']","(0.7087880969047546, -0.23806807398796082)","[229, 354, 383, 555, 767, 233]"
-0.318612,0.5923878,up,"['down', 'back', 'over', 'off', 'forward', 'around']","(-0.3186120092868805, 0.5923877954483032)","[29, 75, 227, 250, 471, 290]"
0.0054519945,-0.39311886,last,"['first', 'left', 'earlier', 'during', 'next', 'before']","(0.0054519944824278355, -0.39311885833740234)","[223, 337, 743, 814, 264, 302]"
-0.149282,-0.9536278,chance,['even'],"(-0.14928199350833893, -0.9536278247833252)",[739]
0.34020612,-0.026380166,part,"['whole', 'actual']","(0.340206116437912, -0.02638016641139984)","[286, 1049]"
1.2302289,-0.7681867,revealed,['discovered'],"(1.2302289009094238, -0.7681866884231567)",[855]
0.053165816,-0.030345023,dead,"['killed', 'bodies', 'alive']","(0.05316581577062607, -0.030345022678375244)","[572, 412, 550]"
0.538786,-0.38338298,sister,"['brother', 'father']","(0.538785994052887, -0.38338297605514526)","[626, 878]"
0.82118946,-0.32080653,cassandra,"['percy', 'briarwoods', 'ripley', 'vax', 'vex', 'brother']","(0.8211894631385803, -0.3208065330982208)","[291, 682, 1015, 235, 277, 626]"
-0.30825534,0.30453205,still,"['now', 'currently', 'though', 'alive', 'not', 'but', 'because']","(-0.3082553446292877, 0.3045320510864258)","[121, 1104, 195, 550, 66, 120, 816]"
-0.028500518,-0.33064982,only,"['also', 'but', 'person', 'one', 'that']","(-0.028500517830252647, -0.33064982295036316)","[186, 120, 790, 53, 28]"
-0.0033992145,-0.8223902,hope,"['done', 'wish']","(-0.0033992144744843245, -0.8223901987075806)","[131, 894]"
-0.18968531,0.104094245,running,"['walking', 'getting', 'pushing', 'coming']","(-0.18968531489372253, 0.1040942445397377)","[656, 737, 620, 366]"
0.8700052,-0.36959907,home,['house'],"(0.870005190372467, -0.3695990741252899)",[333]
0.20409389,0.09873315,rest,['group'],"(0.20409388840198517, 0.09873314946889877)",[273]
0.22399344,0.35144082,set,[],"(0.2239934355020523, 0.35144081711769104)",[]
-0.5255463,-0.25460044,definitely,"['probably', 'actually', 'but', 'yeah', 'think', 'mean']","(-0.5255463123321533, -0.2546004354953766)","[171, 801, 120, 1094, 311, 1122]"
-0.5224002,-0.64531726,we,"['guess', 'they', 'you']","(-0.5224002003669739, -0.6453172564506531)","[1154, 56, 2]"
0.33535564,-0.16346581,made,"['making', 'makes', 'make', 'found']","(0.33535563945770264, -0.16346581280231476)","[654, 497, 270, 713]"
-0.0074563837,0.35828596,way,[],"(-0.007456383667886257, 0.35828596353530884)",[]
0.90031797,0.08236792,destroyed,[],"(0.9003179669380188, 0.0823679193854332)",[]
0.19467318,-0.16139351,self,"['disguise', 'myself', 'herself']","(0.19467318058013916, -0.16139350831508636)","[869, 1112, 452]"
-0.9083418,-0.34400207,got,['get'],"(-0.9083418250083923, -0.3440020680427551)",[199]
0.3736821,0.19895913,guards,"['crownsguard', 'guard', 'them']","(0.3736821115016937, 0.1989591270685196)","[941, 652, 90]"
0.056357525,-0.37838316,gone,"['taken', 'missing', 'been', 'since', 'already']","(0.056357525289058685, -0.37838315963745117)","[662, 641, 11, 706, 949]"
-0.24171041,-0.4300693,ve,"['haven', 'have', 'had', 'already', 'never']","(-0.24171040952205658, -0.43006929755210876)","[712, 97, 125, 949, 185]"
0.624658,-0.008749181,managed,"['manages', 'manage', 'attempted', 'decided', 'tried']","(0.6246579885482788, -0.008749181404709816)","[601, 670, 969, 279, 968]"
0.35294035,1.3191062,large,[],"(0.3529403507709503, 1.3191062211990356)",[]
-0.23060293,1.0101744,giant,['large'],"(-0.2306029349565506, 1.0101743936538696)",[405]
0.74690187,0.47203726,throughout,"['across', 'entire']","(0.7469018697738647, 0.47203725576400757)","[353, 247]"
0.2670392,-0.46262887,lost,['found'],"(0.2670392096042633, -0.46262887120246887)",[713]
0.69680536,-0.13925923,battle,"['fight', 'encounter']","(0.6968053579330444, -0.1392592340707779)","[313, 1012]"
-1.0264536,-0.47601736,check,"['make', 'perception', 'roll', 'investigation']","(-1.0264536142349243, -0.4760173559188843)","[270, 1128, 375, 966]"
0.4499293,0.613445,tree,"['sun', 'trees']","(0.44992929697036743, 0.613444983959198)","[167, 697]"
0.359074,0.7756788,bodies,[],"(0.3590739965438843, 0.775678813457489)",[]
-0.14305268,0.3840969,cut,[],"(-0.14305268228054047, 0.3840968906879425)",[]
0.37408128,0.22016728,saw,"['sees', 'seeing', 'had', 'said', 'were', 'met']","(0.3740812838077545, 0.22016727924346924)","[529, 460, 125, 137, 140, 806]"
-0.34522596,1.2124217,onto,['on'],"(-0.3452259600162506, 1.2124216556549072)",[68]
0.7641419,-0.02472197,escape,['managed'],"(0.7641419172286987, -0.024721970781683922)",[404]
0.13973694,0.5096805,continues,"['begins', 'continue', 'starts', 'forward']","(0.13973693549633026, 0.5096805095672607)","[440, 374, 560, 471]"
-0.5748627,0.93014544,lightning,"['bolt', 'arrow', 'blast']","(-0.5748627185821533, 0.9301454424858093)","[506, 443, 1053]"
0.36365137,1.3194329,sky,"['above', 'storm']","(0.3636513650417328, 1.3194328546524048)","[500, 347]"
-0.30359444,0.25348803,gives,"['puts', 'pulls', 'takes', 'give', 'gets']","(-0.3035944402217865, 0.25348803400993347)","[650, 442, 477, 104, 458]"
-0.9283916,0.2488282,ahead,"['go', 'roll', 'check', 'stealth']","(-0.9283915758132935, 0.2488282024860382)","[492, 375, 410, 613]"
-0.2192593,-0.2704669,voice,['ass'],"(-0.21925930678844452, -0.2704668939113617)",[495]
0.8800111,-0.9240353,aid,"['help', 'allies']","(0.8800110816955566, -0.9240353107452393)","[351, 959]"
-0.8799799,0.29754934,ten,"['five', 'eight', 'six', 'seven', 'four', 'total', 'feet']","(-0.8799799084663391, 0.2975493371486664)","[446, 274, 447, 488, 528, 988, 33]"
0.13222413,0.45961455,appear,"['seem', 'appears']","(0.13222412765026093, 0.4596145451068878)","[767, 555]"
0.2110238,0.047044247,hundred,[],"(0.21102379262447357, 0.04704424738883972)",[]
-0.1873017,0.41114566,away,"['off', 'behind', 'from', 'back', 'forward']","(-0.18730169534683228, 0.4111456573009491)","[250, 225, 152, 75, 471]"
1.1877729,0.048620358,led,"['leading', 'leads']","(1.1877728700637817, 0.04862035810947418)","[944, 700]"
-0.27946624,0.83160156,holding,"['bag', 'standing']","(-0.2794662415981293, 0.8316015601158142)","[668, 243]"
-0.06459859,0.21349932,holy,['symbol'],"(-0.06459859013557434, 0.21349932253360748)",[310]
-0.14785385,-0.37039787,leave,"['stay', 'pay']","(-0.14785385131835938, -0.3703978657722473)","[260, 1018]"
0.38557485,-0.33058012,alone,"['while', 'stay']","(0.3855748474597931, -0.33058011531829834)","[60, 260]"
-0.44700772,0.19129488,trinket,"['grog', 'bear', 'vex', 'scanlan', 'vax', 'pike', 'keyleth', 'ahlia', 'percy']","(-0.4470077157020569, 0.19129487872123718)","[248, 436, 277, 255, 235, 473, 280, 278, 291]"
